id;lang;name;short_description;slug;meta_title;meta_description;og_title;og_description;intro_text;og_image_alt;og_image_url
14;de;Statistik Rechner;Berechnen Sie Mittelwert, Median, Varianz und Z-Score für statistische Analysen.;statistik-rechner;Statistik Rechner | Mittelwert, Median, Varianz & Zufall;Online-Statistikrechner: Mittelwert, Median, Modus, Standardabweichung, Varianz, Perzentile, Z-Score, Notendurchschnitt, Zufallszahlen und Wahrscheinlichkeiten.;Statistik Rechner für Analyse & Daten;Berechnen Sie Mittelwerte, Varianz, Standardabweichung, Stängel-Blatt-Diagramme und Notendurchschnitte. Generieren Sie Zufallszahlen, Namen und PINs online.;Statistik-Rechner bieten Tools für deskriptive Analyse, Zufallsdatengenerierung, Notenberechnung (GPA) und standardisierte Werte wie Z-Scores.;Online-Statistikrechner: deskriptive Statistik und Zufallsgeneratoren;statistik-rechner-de.png
14;es;Calculadoras de Estadística;Calcule media, mediana, varianza y puntuación Z para análisis estadísticos.;estadistica;Calculadoras de Estadística | Media, Mediana, Moda y Varianza;Calculadoras estadísticas online: media, mediana, moda, desviación típica, varianza, percentiles, puntuación Z, promedio de notas y generadores aleatorios.;Calculadoras de Estadística y Probabilidad;Calcule promedios, varianza, desviación estándar, diagramas de tallo y hojas, GPA y porcentajes de votos. Genere números, nombres y cartas al azar.;Las calculadoras estadísticas ofrecen herramientas para el análisis descriptivo, la generación de datos aleatorios, el cálculo de promedios y puntuaciones Z.;Calculadoras estadísticas online: estadística descriptiva y generadores;estadistica-es.png
14;fr;Calculatrices Statistiques;Calculez moyenne, médiane, variance et score Z pour une analyse statistique.;statistiques;Calculatrices Statistiques | Moyenne, Médiane, Écart-type;Outils statistiques en ligne : moyenne, médiane, mode, écart-type, variance, centiles, score Z, moyenne générale (GPA) et générateurs aléatoires.;Calculatrices Statistiques pour l'Analyse de Données;Calculez les moyennes, la variance, l'écart-type, les diagrammes tige et feuilles et les notes finales. Générez des nombres aléatoires, des noms et des codes PIN.;Les calculatrices statistiques fournissent des outils pour l'analyse descriptive, la génération de données aléatoires, le calcul des notes et des scores normalisés.;Calculatrices statistiques en ligne : statistiques descriptives;statistiques-fr.png
14;it;Calcolatori Statistici;Calcola media, mediana, varianza e punteggio Z per analisi statistiche precise.;statistica;Calcolatori Statistici | Media, Mediana, Varianza e Z-Score;Calcolatori statistici online: media, mediana, moda, deviazione standard, varianza, percentili, Z-score, media dei voti e generatori casuali.;Calcolatori Statistici per Analisi Dati e Probabilità;Calcola medie, varianza, deviazione standard, percentili, diagrammi ramo-foglia, GPA e percentuali di voto. Genera numeri casuali, nomi e PIN online.;I calcolatori statistici offrono strumenti per l'analisi descrittiva e inferenziale, la generazione di dati casuali, il calcolo della media voti e dei punteggi Z.;Calcolatori statistici online: statistica descrittiva e generatori;statistica-it.png
14;pl;Kalkulatory Statystyczne;Oblicz średnią, medianę, wariancję i wynik Z do dokładnych analiz statystyk.;statystyka;Kalkulatory Statystyczne | Średnia, Mediana, Dominanta i Wariancja;Kalkulatory statystyczne: średnia, mediana, dominanta, odchylenie standardowe, wariancja, centyle, Z-score, średnia ocen i generatory losowe.;Kalkulatory Statystyczne i Analiza Danych;Obliczaj średnie, wariancję, odchylenie standardowe, wykresy łodygowo-listkowe, średnią ocen i procenty głosów. Generuj losowe liczby, imiona i kody PIN.;Kalkulatory statystyczne to narzędzia do analizy opisowej, generowania danych losowych, obliczania średniej ocen, głosów i wyników standaryzowanych (Z-score).;Kalkulatory statystyczne online: statystyka opisowa;statystyka-pl.png
14;lv;Statistikas kalkulatori;Aprēķiniet vidējo, mediānu, dispersiju un Z-rezultātu statistikas analīzei.;statistika;Statistikas kalkulatori | Vidējais, mediāna, dispersija;Tiešsaistes statistikas kalkulatori: vidējais aritmētiskais, mediāna, moda, standartnovirze, dispersija, procentiles, Z-rezultāts un nejaušības ģeneratori.;Statistikas kalkulatori datu analīzei;Aprēķiniet vidējos rādītājus, dispersiju, standartnovirzi, procentiles, Z-rezultātus, vidējo atzīmi un balsu procentus. Ģenerējiet nejaušus skaitļus un vārdus.;Statistikas kalkulatori nodrošina rīkus aprakstošajai un secinošajai analīzei, nejaušu datu ģenerēšanai, vidējo atzīmju aprēķinam un standartizētiem rādītājiem.;Tiešsaistes statistikas kalkulatori: aprakstošā statistika;statistika-lv.png
15;en;Algebra Calculators;Solve equations, exponents, roots, and percentage problems for algebra studies.;algebra;Algebra Calculators | Exponents, Roots, Quadratics, FOIL, Percent & Radical Calculators;Online algebra calculators: absolute value, absolute difference, squares, cubes, roots, exponents, fractional exponents, quadratic and cubic equations, FOIL, radicals, percent change, percent error, and percentage calculators.;Algebra Calculators for Solving Equations, Roots, Exponents & Percent Problems;Solve algebra problems with online calculators: quadratic and cubic equations, FOIL method, powers, roots, radicals, exponents, fractional exponents, absolute values, percentages, percent change, percent increase and decrease.;Algebra Calculators provide tools to solve equations, work with powers and roots, simplify radicals, calculate percentages, and perform absolute value and absolute difference operations. Ideal for students, educators, and math enthusiasts.;Online algebra calculators: quadratic and cubic equations, FOIL, exponents, roots, radicals, percent change and percent error;algebra-en.png
15;ru;Калькуляторы алгебры;Решение уравнений, работа со степенями, корнями и процентами для задач алгебры.;algebra;Калькуляторы алгебры;Степени, корни, квадратные уравнения, FOIL, проценты и радикалы;Калькуляторы алгебры для решения уравнений, работы со степенями, корнями и процентами;Решайте алгебраические задачи онлайн: квадратные и кубические уравнения, метод FOIL, степени, корни, радикалы, проценты, изменение и ошибка процентов;Калькуляторы алгебры помогают решать уравнения, работать со степенями и корнями, упрощать радикалы, рассчитывать проценты и выполнять операции с абсолютными величинами и разностями. Идеально для студентов, преподавателей и любителей математики.;Онлайн калькуляторы алгебры: квадратные и кубические уравнения, FOIL, степени, корни, радикалы, изменение и ошибка процентов;algebra-ru.png
15;de;Algebra Rechner;Lösen Sie Gleichungen, Potenzen, Wurzeln und Prozente für Algebra-Aufgaben.;algebra;Algebra Rechner | Potenzen, Wurzeln, Gleichungen & Binome;Online-Algebra-Rechner: Betrag, Potenzen, Wurzeln, Brüche, Quadratische Gleichungen, Binomische Formeln, Prozentrechnung und Fehlerberechnung.;Algebra Rechner für Gleichungen, Wurzeln & Potenzen;Lösen Sie Algebra-Aufgaben online: Quadratische und kubische Gleichungen, Klammern auflösen, Potenzen, Wurzeln, Absolutwerte, prozentuale Änderungen und Fehler.;Algebra-Rechner bieten Tools zum Lösen von Gleichungen, Arbeiten mit Potenzen und Wurzeln, Vereinfachen von Termen und Prozentrechnung. Ideal für Schüler und Lehrer.;Online-Algebra-Rechner mit Gleichungen, Wurzeln und Potenzen;algebra-de.png
15;es;Calculadoras de Álgebra;Resuelva ecuaciones, potencias, raíces y porcentajes para problemas de álgebra.;algebra;Calculadoras de Álgebra | Ecuaciones, Raíces, Potencias y Porcentajes;Calculadoras de álgebra online: valor absoluto, cuadrados, cubos, raíces, exponentes, ecuaciones cuadráticas, productos notables y cambio porcentual.;Calculadoras de Álgebra para Ecuaciones y Raíces;Resuelva problemas de álgebra: ecuaciones cuadráticas y cúbicas, multiplicación de binomios, potencias, raíces, radicales, valores absolutos y porcentajes.;Las calculadoras de álgebra proporcionan herramientas para resolver ecuaciones, trabajar con potencias y raíces, simplificar radicales y calcular porcentajes. Ideal para estudiantes.;Calculadoras de álgebra online con ecuaciones cuadráticas y exponentes;algebra-es.png
15;fr;Calculatrices d'Algèbre;Résolvez équations, puissances, racines et pourcentages pour devoirs d'algèbre.;algebre;Calculatrices Algèbre | Équations, Racines, Puissances & Pourcentages;Calculatrices d'algèbre en ligne : valeur absolue, carrés, cubes, racines, exposants, équations du second degré, distributivité et variation en pourcentage.;Calculatrices d'Algèbre pour Équations et Puissances;Résolvez des problèmes d'algèbre : équations quadratiques et cubiques, développement (distributivité), puissances, racines, radicaux et pourcentages.;Les calculatrices d'algèbre offrent des outils pour résoudre des équations, travailler avec des puissances et des racines, simplifier les radicaux et calculer des pourcentages.;Calculatrices d'algèbre en ligne avec équations et racines;algebre-fr.png
15;it;Calcolatori di Algebra;Risolvi equazioni, potenze, radici e percentuali per i problemi di algebra.;algebra;Calcolatori Algebra | Equazioni, Radici, Potenze & Prodotti Notevoli;Calcolatori di algebra online: valore assoluto, quadrati, cubi, radici, esponenti, equazioni quadratiche, prodotti notevoli e calcolo percentuale.;Calcolatori di Algebra per Equazioni e Radici;Risolvi problemi di algebra con calcolatori online: equazioni di secondo e terzo grado, prodotti notevoli, potenze, radici, radicali e variazioni percentuali.;I calcolatori di algebra forniscono strumenti per risolvere equazioni, lavorare con potenze e radici, semplificare radicali e calcolare percentuali. Ideale per studenti e docenti.;Calcolatori di algebra online con equazioni e potenze;algebra-it.png
15;pl;Kalkulatory Algebraiczne;Rozwiązuj równania, potęgi, pierwiastki i procenty w zadaniach algebraicznych.;algebra;Kalkulatory Algebraiczne | Potęgi, Pierwiastki, Równania i Procenty;Kalkulatory algebraiczne online: wartość bezwzględna, potęgi, pierwiastki, równania kwadratowe (delta), wzory skróconego mnożenia i błąd procentowy.;Kalkulatory Algebraiczne: Równania, Potęgi i Pierwiastki;Rozwiązuj zadania z algebry: równania kwadratowe i sześcienne, mnożenie nawiasów, potęgi, pierwiastki, wartości bezwzględne, procenty i zmiany procentowe.;Kalkulatory algebraiczne pomagają rozwiązywać równania, pracować z potęgami i pierwiastkami, upraszczać wyrażenia i obliczać procenty. Idealne dla uczniów i nauczycieli.;Kalkulatory algebraiczne online z równaniami i pierwiastkami;algebra-pl.png
15;lv;Algebras kalkulatori;Risiniet vienādojumus, pakāpes, saknes un procentus algebras mācību uzdevumiem.;algebra;Algebras kalkulatori | Vienādojumi, pakāpes, saknes un procenti;Tiešsaistes algebras kalkulatori: absolūtā vērtība, kvadrāti, kubi, saknes, pakāpes, kvadrātvienādojumi, iekavu atvēršana un procentu izmaiņas.;Algebras kalkulatori vienādojumu un sakņu risināšanai;Risiniet algebras uzdevumus tiešsaistē: kvadrātvienādojumi un kubiskie vienādojumi, reizināšanas formulas, pakāpes, saknes, radikāļi un procentu kļūdas.;Algebras kalkulatori palīdz risināt vienādojumus, strādāt ar pakāpēm un saknēm, vienkāršot izteiksmes un aprēķināt procentus. Ideāli piemēroti skolēniem un studentiem.;Tiešsaistes algebras kalkulatori ar vienādojumiem un pakāpēm;algebra-lv.png
